mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.3333333333333333		0	0	4/4	2	1	1/12		1/8	2/3		2	38	D2	2	8
1	1	0	0	1.0		0	0	4/4	2	2	1/4		1/4	1		2	38	D2	2	12
1	1	1/3	1/3	0.3333333333333333		1/12	1/12	4/4	2	1	1/12		1/8	2/3		-1	41	F2	2	9
1	1	2/3	2/3	0.3333333333333333		1/6	1/6	4/4	2	1	1/12		1/8	2/3		3	45	A2	2	10
1	1	1	1	3.0		1/4	1/4	4/4	2	2	3/4		1/2	3/2		2	38	D2	2	13
1	1	1	1	3.0		1/4	1/4	4/4	2	1	3/4		1/2	3/2		2	50	D3	3	11
1	1	4/3	4/3	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		-1	53	F3	3	0
1	1	5/3	5/3	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3		3	57	A3	3	1
1	1	2	2	0.3333333333333333		1/2	1/2	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	2
1	1	7/3	7/3	0.3333333333333333		7/12	7/12	4/4	1	1	1/12		1/8	2/3		3	57	A3	3	3
1	1	8/3	8/3	0.3333333333333333		2/3	2/3	4/4	1	1	1/12		1/8	2/3		-1	65	F4	4	4
1	1	3	3	0.3333333333333333		3/4	3/4	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	5
1	1	10/3	10/3	0.3333333333333333		5/6	5/6	4/4	1	1	1/12		1/8	2/3		3	57	A3	3	6
1	1	11/3	11/3	0.3333333333333333		11/12	11/12	4/4	1	1	1/12		1/8	2/3		-1	53	F3	3	7
2	2	4	4	0.3333333333333333		0	0	4/4	2	1	1/12		1/8	2/3		2	38	D2	2	22
2	2	4	4	1.0		0	0	4/4	2	2	1/4		1/4	1		2	38	D2	2	26
2	2	13/3	13/3	0.3333333333333333		1/12	1/12	4/4	2	1	1/12		1/8	2/3		-1	41	F2	2	23
2	2	14/3	14/3	0.3333333333333333		1/6	1/6	4/4	2	1	1/12		1/8	2/3		3	45	A2	2	24
2	2	5	5	3.0		1/4	1/4	4/4	2	2	3/4		1/2	3/2		2	38	D2	2	27
2	2	5	5	3.0		1/4	1/4	4/4	2	1	3/4		1/2	3/2		2	50	D3	3	25
2	2	16/3	16/3	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		-1	53	F3	3	14
2	2	17/3	17/3	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3		3	57	A3	3	15
2	2	6	6	0.3333333333333333		1/2	1/2	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	16
2	2	19/3	19/3	0.3333333333333333		7/12	7/12	4/4	1	1	1/12		1/8	2/3		3	57	A3	3	17
2	2	20/3	20/3	0.3333333333333333		2/3	2/3	4/4	1	1	1/12		1/8	2/3		-1	65	F4	4	18
2	2	7	7	0.3333333333333333		3/4	3/4	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	19
2	2	22/3	22/3	0.3333333333333333		5/6	5/6	4/4	1	1	1/12		1/8	2/3		3	57	A3	3	20
2	2	23/3	23/3	0.3333333333333333		11/12	11/12	4/4	1	1	1/12		1/8	2/3		-1	53	F3	3	21
3	3	8	8	0.3333333333333333		0	0	4/4	2	1	1/12		1/8	2/3		2	38	D2	2	36
3	3	8	8	1.0		0	0	4/4	2	2	1/4		1/4	1		2	38	D2	2	40
3	3	25/3	25/3	0.3333333333333333		1/12	1/12	4/4	2	1	1/12		1/8	2/3		1	43	G2	2	37
3	3	26/3	26/3	0.3333333333333333		1/6	1/6	4/4	2	1	1/12		1/8	2/3		-2	46	Bb2	2	38
3	3	9	9	3.0		1/4	1/4	4/4	2	2	3/4		1/2	3/2		2	38	D2	2	41
3	3	9	9	3.0		1/4	1/4	4/4	2	1	3/4		1/2	3/2		2	50	D3	3	39
3	3	28/3	28/3	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		1	55	G3	3	28
3	3	29/3	29/3	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3		-2	58	Bb3	3	29
3	3	10	10	0.3333333333333333		1/2	1/2	4/4	1	1	1/12		1/8	2/3		4	64	E4	4	30
3	3	31/3	31/3	0.3333333333333333		7/12	7/12	4/4	1	1	1/12		1/8	2/3		-2	58	Bb3	3	31
3	3	32/3	32/3	0.3333333333333333		2/3	2/3	4/4	1	1	1/12		1/8	2/3		1	67	G4	4	32
3	3	11	11	0.3333333333333333		3/4	3/4	4/4	1	1	1/12		1/8	2/3		4	64	E4	4	33
3	3	34/3	34/3	0.3333333333333333		5/6	5/6	4/4	1	1	1/12		1/8	2/3		-2	58	Bb3	3	34
3	3	35/3	35/3	0.3333333333333333		11/12	11/12	4/4	1	1	1/12		1/8	2/3		1	55	G3	3	35
4	4	12	12	0.3333333333333333		0	0	4/4	2	1	1/12		1/8	2/3		2	38	D2	2	50
4	4	12	12	1.0		0	0	4/4	2	2	1/4		1/4	1		2	38	D2	2	54
4	4	37/3	37/3	0.3333333333333333		1/12	1/12	4/4	2	1	1/12		1/8	2/3		1	43	G2	2	51
4	4	38/3	38/3	0.3333333333333333		1/6	1/6	4/4	2	1	1/12		1/8	2/3		-2	46	Bb2	2	52
4	4	13	13	3.0		1/4	1/4	4/4	2	2	3/4		1/2	3/2		2	38	D2	2	55
4	4	13	13	3.0		1/4	1/4	4/4	2	1	3/4		1/2	3/2		2	50	D3	3	53
4	4	40/3	40/3	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		1	55	G3	3	42
4	4	41/3	41/3	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3		-2	58	Bb3	3	43
4	4	14	14	0.3333333333333333		1/2	1/2	4/4	1	1	1/12		1/8	2/3		4	64	E4	4	44
4	4	43/3	43/3	0.3333333333333333		7/12	7/12	4/4	1	1	1/12		1/8	2/3		-2	58	Bb3	3	45
4	4	44/3	44/3	0.3333333333333333		2/3	2/3	4/4	1	1	1/12		1/8	2/3		1	67	G4	4	46
4	4	15	15	0.3333333333333333		3/4	3/4	4/4	1	1	1/12		1/8	2/3		4	64	E4	4	47
4	4	46/3	46/3	0.3333333333333333		5/6	5/6	4/4	1	1	1/12		1/8	2/3		-2	58	Bb3	3	48
4	4	47/3	47/3	0.3333333333333333		11/12	11/12	4/4	1	1	1/12		1/8	2/3		1	55	G3	3	49
5	5	16	16	0.3333333333333333		0	0	4/4	2	1	1/12		1/8	2/3		0	36	C2	2	64
5	5	16	16	1.0		0	0	4/4	2	2	1/4		1/4	1		0	36	C2	2	68
5	5	49/3	49/3	0.3333333333333333		1/12	1/12	4/4	2	1	1/12		1/8	2/3		6	42	F#2	2	65
5	5	50/3	50/3	0.3333333333333333		1/6	1/6	4/4	2	1	1/12		1/8	2/3		3	45	A2	2	66
5	5	17	17	3.0		1/4	1/4	4/4	2	2	3/4		1/2	3/2		0	36	C2	2	69
5	5	17	17	3.0		1/4	1/4	4/4	2	1	3/4		1/2	3/2		0	48	C3	3	67
5	5	52/3	52/3	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		3	57	A3	3	56
5	5	53/3	53/3	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	57
5	5	18	18	0.3333333333333333		1/2	1/2	4/4	1	1	1/12		1/8	2/3		6	66	F#4	4	58
5	5	55/3	55/3	0.3333333333333333		7/12	7/12	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	59
5	5	56/3	56/3	0.3333333333333333		2/3	2/3	4/4	1	1	1/12		1/8	2/3		3	69	A4	4	60
5	5	19	19	0.3333333333333333		3/4	3/4	4/4	1	1	1/12		1/8	2/3		6	66	F#4	4	61
5	5	58/3	58/3	0.3333333333333333		5/6	5/6	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	62
5	5	59/3	59/3	0.3333333333333333		11/12	11/12	4/4	1	1	1/12		1/8	2/3		3	57	A3	3	63
6	6	20	20	0.3333333333333333		0	0	4/4	2	1	1/12		1/8	2/3		0	36	C2	2	78
6	6	20	20	1.0		0	0	4/4	2	2	1/4		1/4	1		0	36	C2	2	82
6	6	61/3	61/3	0.3333333333333333		1/12	1/12	4/4	2	1	1/12		1/8	2/3		6	42	F#2	2	79
6	6	62/3	62/3	0.3333333333333333		1/6	1/6	4/4	2	1	1/12		1/8	2/3		3	45	A2	2	80
6	6	21	21	3.0		1/4	1/4	4/4	2	2	3/4		1/2	3/2		0	36	C2	2	83
6	6	21	21	3.0		1/4	1/4	4/4	2	1	3/4		1/2	3/2		0	48	C3	3	81
6	6	64/3	64/3	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		3	57	A3	3	70
6	6	65/3	65/3	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	71
6	6	22	22	0.3333333333333333		1/2	1/2	4/4	1	1	1/12		1/8	2/3		6	66	F#4	4	72
6	6	67/3	67/3	0.3333333333333333		7/12	7/12	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	73
6	6	68/3	68/3	0.3333333333333333		2/3	2/3	4/4	1	1	1/12		1/8	2/3		3	69	A4	4	74
6	6	23	23	0.3333333333333333		3/4	3/4	4/4	1	1	1/12		1/8	2/3		6	66	F#4	4	75
6	6	70/3	70/3	0.3333333333333333		5/6	5/6	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	76
6	6	71/3	71/3	0.3333333333333333		11/12	11/12	4/4	1	1	1/12		1/8	2/3		3	57	A3	3	77
7	7	24	24	0.3333333333333333		0	0	4/4	2	1	1/12		1/8	2/3		-2	46	Bb2	2	91
7	7	24	24	2.0		0	0	4/4	2	2	1/2		1/2	1		-2	46	Bb2	2	99
7	7	73/3	73/3	0.3333333333333333		1/12	1/12	4/4	2	1	1/12		1/8	2/3		2	50	D3	3	92
7	7	74/3	74/3	0.3333333333333333		1/6	1/6	4/4	2	1	1/12		1/8	2/3	1	1	55	G3	3	93
7	7	25	25	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1	-1	1	55	G3	3	94
7	7	25	25	0.3333333333333333		1/4	1/4	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	84
7	7	76/3	76/3	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		3	69	A4	4	85
7	7	77/3	77/3	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3	1	1	67	G4	4	86
7	7	26	26	0.3333333333333333		1/2	1/2	4/4	2	1	1/12		1/8	2/3		3	45	A2	2	95
7	7	26	26	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		3	45	A2	2	100
7	7	26	26	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1	-1	1	67	G4	4	87
7	7	79/3	79/3	0.3333333333333333		7/12	7/12	4/4	2	1	1/12		1/8	2/3		0	48	C3	3	96
7	7	80/3	80/3	0.3333333333333333		2/3	2/3	4/4	2	1	1/12		1/8	2/3	1	-1	53	F3	3	97
7	7	27	27	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1	-1	-1	53	F3	3	98
7	7	27	27	0.3333333333333333		3/4	3/4	4/4	1	1	1/12		1/8	2/3		0	60	C4	4	88
7	7	82/3	82/3	0.3333333333333333		5/6	5/6	4/4	1	1	1/12		1/8	2/3		1	67	G4	4	89
7	7	83/3	83/3	0.3333333333333333		11/12	11/12	4/4	1	1	1/12		1/8	2/3	1	-1	65	F4	4	90
8	8	28	28	0.3333333333333333		0	0	4/4	2	1	1/12		1/8	2/3		1	43	G2	2	109
8	8	28	28	2.0		0	0	4/4	2	2	1/2		1/2	1		1	43	G2	2	117
8	8	28	28	1.0		0	0	4/4	1	1	1/4		1/4	1	-1	-1	65	F4	4	101
8	8	85/3	85/3	0.3333333333333333		1/12	1/12	4/4	2	1	1/12		1/8	2/3		-2	46	Bb2	2	110
8	8	86/3	86/3	0.3333333333333333		1/6	1/6	4/4	2	1	1/12		1/8	2/3	1	-3	51	Eb3	3	111
8	8	29	29	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1	-1	-3	51	Eb3	3	112
8	8	29	29	0.3333333333333333		1/4	1/4	4/4	1	1	1/12		1/8	2/3		-2	58	Bb3	3	102
8	8	88/3	88/3	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		-1	65	F4	4	103
8	8	89/3	89/3	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3	1	-3	63	Eb4	4	104
8	8	30	30	0.3333333333333333		1/2	1/2	4/4	2	1	1/12		1/8	2/3		8	44	G#2	2	113
8	8	30	30	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		8	44	G#2	2	118
8	8	30	30	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1	-1	-3	63	Eb4	4	105
8	8	91/3	91/3	0.3333333333333333		7/12	7/12	4/4	2	1	1/12		1/8	2/3		5	47	B2	2	114
8	8	92/3	92/3	0.3333333333333333		2/3	2/3	4/4	2	1	1/12		1/8	2/3	1	-1	53	F3	3	115
8	8	31	31	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1	-1	-1	53	F3	3	116
8	8	31	31	0.3333333333333333		3/4	3/4	4/4	1	1	1/12		1/8	2/3		5	59	B3	3	106
8	8	94/3	94/3	0.3333333333333333		5/6	5/6	4/4	1	1	1/12		1/8	2/3		4	64	E4	4	107
8	8	95/3	95/3	0.3333333333333333		11/12	11/12	4/4	1	1	1/12		1/8	2/3		2	62	D4	4	108
9	9	32	32	0.3333333333333333		0	0	4/4	2	1	1/12		1/8	2/3		3	45	A2	2	127
9	9	97/3	97/3	0.3333333333333333		1/12	1/12	4/4	2	1	1/12		1/8	2/3		7	49	C#3	3	128
9	9	98/3	98/3	0.3333333333333333		1/6	1/6	4/4	2	1	1/12		1/8	2/3		4	52	E3	3	129
9	9	33	33	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	130
9	9	100/3	100/3	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		7	61	C#4	4	119
9	9	101/3	101/3	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3		4	64	E4	4	120
9	9	34	34	0.3333333333333333		1/2	1/2	4/4	1	1	1/12		1/8	2/3		3	69	A4	4	121
9	9	103/3	103/3	0.3333333333333333		7/12	7/12	4/4	1	1	1/12		1/8	2/3		7	73	C#5	5	122
9	9	104/3	104/3	0.3333333333333333		2/3	2/3	4/4	1	1	1/12		1/8	2/3		4	76	E5	5	123
9	9	35	35	0.3333333333333333		3/4	3/4	4/4	1	1	1/12		1/8	2/3		3	81	A5	5	124
9	9	106/3	106/3	0.3333333333333333		5/6	5/6	4/4	1	1	1/12		1/8	2/3		7	85	C#6	6	125
9	9	107/3	107/3	0.3333333333333333		11/12	11/12	4/4	1	1	1/12		1/8	2/3		4	88	E6	6	126
10	10	36	36	0.3333333333333333		0	0	4/4	1	1	1/12		1/8	2/3		9	87	D#6	6	131
10	10	109/3	109/3	0.3333333333333333		1/12	1/12	4/4	1	1	1/12		1/8	2/3		4	88	E6	6	132
10	10	110/3	110/3	0.3333333333333333		1/6	1/6	4/4	1	1	1/12		1/8	2/3		12	84	B#5	5	133
10	10	37	37	0.3333333333333333		1/4	1/4	4/4	1	1	1/12		1/8	2/3		7	85	C#6	6	134
10	10	112/3	112/3	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		8	80	G#5	5	135
10	10	113/3	113/3	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3		3	81	A5	5	136
10	10	38	38	0.3333333333333333		1/2	1/2	4/4	1	1	1/12		1/8	2/3		9	75	D#5	5	137
10	10	115/3	115/3	0.3333333333333333		7/12	7/12	4/4	1	1	1/12		1/8	2/3		4	76	E5	5	138
10	10	116/3	116/3	0.3333333333333333		2/3	2/3	4/4	1	1	1/12		1/8	2/3		12	72	B#4	4	139
10	10	39	39	0.3333333333333333		3/4	3/4	4/4	1	1	1/12		1/8	2/3		7	73	C#5	5	140
10	10	118/3	118/3	0.3333333333333333		5/6	5/6	4/4	1	1	1/12		1/8	2/3		8	68	G#4	4	141
10	10	119/3	119/3	0.3333333333333333		11/12	11/12	4/4	1	1	1/12		1/8	2/3		3	69	A4	4	142
11	11	40	40	2.0		0	0	4/4	2	1	1/2		1/2	1		3	33	A1	1	143
12	12	44	44	2.0		0	0	4/4	2	2	1/2		1/2	1		2	62	D4	4	157
12	12	44	44	1.75		0	0	4/4	1	1	7/16		1/4	7/4		-1	77	F5	5	144
12	12	89/2	89/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	151
12	12	89/2	89/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	151
12	12	45	45	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	152
12	12	45	45	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	152
12	12	91/2	91/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	153
12	12	91/2	91/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	153
12	12	183/4	183/4	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		4	76	E5	5	145
12	12	367/8	367/8	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		-1	77	F5	5	146
12	12	46	46	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		2	62	D4	4	158
12	12	46	46	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		1	79	G5	5	147
12	12	93/2	93/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	154
12	12	93/2	93/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	154
12	12	93/2	93/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	148
12	12	47	47	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	155
12	12	47	47	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	155
12	12	47	47	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		4	76	E5	5	149
12	12	95/2	95/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	156
12	12	95/2	95/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	156
12	12	95/2	95/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	150
13	13	48	48	2.0		0	0	4/4	2	2	1/2		1/2	1		4	64	E4	4	169
13	13	48	48	1.0		0	0	4/4	1	1	1/4		1/4	1		7	73	C#5	5	159
13	13	97/2	97/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	163
13	13	97/2	97/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	163
13	13	49	49	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		1	67	G4	4	164
13	13	49	49	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	164
13	13	99/2	99/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	165
13	13	99/2	99/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	165
13	13	199/4	199/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	160
13	13	50	50	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		4	64	E4	4	170
13	13	50	50	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		9	75	D#5	5	161
13	13	101/2	101/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	166
13	13	101/2	101/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	166
13	13	101/2	101/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	162
13	13	51	51	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		1	67	G4	4	167
13	13	51	51	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	167
13	13	103/2	103/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	168
13	13	103/2	103/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	168
14	14	52	52	2.0		0	0	4/4	2	2	1/2		1/2	1		7	61	C#4	4	184
14	14	52	52	1.75		0	0	4/4	1	1	7/16		1/4	7/4		1	79	G5	5	171
14	14	105/2	105/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	178
14	14	105/2	105/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	178
14	14	53	53	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	179
14	14	53	53	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	179
14	14	107/2	107/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	180
14	14	107/2	107/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	180
14	14	215/4	215/4	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		6	78	F#5	5	172
14	14	431/8	431/8	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		1	79	G5	5	173
14	14	54	54	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		7	61	C#4	4	185
14	14	54	54	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		3	81	A5	5	174
14	14	109/2	109/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	181
14	14	109/2	109/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	181
14	14	109/2	109/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		1	79	G5	5	175
14	14	55	55	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	64	E4	4	182
14	14	55	55	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	182
14	14	55	55	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		-1	77	F5	5	176
14	14	111/2	111/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	183
14	14	111/2	111/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	183
14	14	111/2	111/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	177
15	15	56	56	2.0		0	0	4/4	2	2	1/2		1/2	1		2	62	D4	4	196
15	15	56	56	1.0		0	0	4/4	1	1	1/4		1/4	1		2	74	D5	5	186
15	15	113/2	113/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	190
15	15	113/2	113/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	190
15	15	57	57	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	191
15	15	57	57	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	191
15	15	115/2	115/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	192
15	15	115/2	115/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	192
15	15	231/4	231/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	187
15	15	58	58	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		2	62	D4	4	197
15	15	58	58	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		1	79	G5	5	188
15	15	117/2	117/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	193
15	15	117/2	117/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	193
15	15	117/2	117/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	189
15	15	59	59	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	194
15	15	59	59	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	194
15	15	119/2	119/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	195
15	15	119/2	119/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	195
16	16	60	60	2.0		0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	198
16	16	60	60	2.0		0	0	4/4	1	1	1/2		1/2	1		3	81	A5	5	198
16	16	61	61	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		-1	53	F3	3	200
16	16	61	61	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	200
16	16	61	61	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		2	62	D4	4	200
16	16	62	62	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		4	52	E3	3	201
16	16	62	62	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		1	55	G3	3	201
16	16	62	62	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		7	61	C#4	4	201
16	16	62	62	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	199
16	16	62	62	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		-2	82	Bb5	5	199
17	17	64	64	0.75		0	0	4/4	1	1	3/16		1/8	3/2		3	81	A5	5	202
17	17	259/4	259/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		2	86	D6	6	203
17	17	65	65	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65	F4	4	209
17	17	65	65	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		2	74	D5	5	209
17	17	65	65	0.3333333333333333		1/4	1/4	4/4	1	1	1/12		1/8	2/3		7	85	C#6	6	204
17	17	196/3	196/3	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		0	84	C6	6	205
17	17	197/3	197/3	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3		5	83	B5	5	206
17	17	66	66	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		1	67	G4	4	210
17	17	66	66	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		7	73	C#5	5	210
17	17	66	66	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		-2	82	Bb5	5	207
17	17	271/4	271/4	0.25		15/16	15/16	4/4	2	1	1/16		1/16	1		-1	65	F4	4	211
17	17	271/4	271/4	0.25		15/16	15/16	4/4	2	1	1/16		1/16	1		2	74	D5	5	211
17	17	271/4	271/4	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	208
18	18	68	68	0.5		0	0	4/4	2	1	1/8		1/8	1		4	64	E4	4	217
18	18	68	68	0.5		0	0	4/4	2	1	1/8		1/8	1		2	74	D5	5	217
18	18	68	68	0.5		0	0	4/4	1	1	1/8		1/8	1		3	81	A5	5	212
18	18	137/2	137/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		8	80	G#5	5	213
18	18	69	69	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	218
18	18	69	69	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		7	73	C#5	5	218
18	18	139/2	139/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		1	79	G5	5	214
18	18	70	70	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	62	D4	4	219
18	18	70	70	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	74	D5	5	219
18	18	141/2	141/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		6	78	F#5	5	215
