mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
53	48	53	48a	1757/8	1757/8	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	A4	4	764
53	48	53	48a	1761/8	1761/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	765
53	48	53	48a	1761/8	1761/8	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	765
54	49	54	49a	1765/8	1765/8	2.0		0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	768
54	49	54	49a	1765/8	1765/8	2.0		0	0	4/4	1	1	1/2		1/2	1		3	81	A5	5	768
54	49	54	49a	1773/8	1773/8	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		-1	53	F3	3	770
54	49	54	49a	1773/8	1773/8	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	770
54	49	54	49a	1773/8	1773/8	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		2	62	D4	4	770
54	49	54	49a	1781/8	1781/8	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		4	52	E3	3	771
54	49	54	49a	1781/8	1781/8	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		1	55	G3	3	771
54	49	54	49a	1781/8	1781/8	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		7	61	C#4	4	771
54	49	54	49a	1781/8	1781/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	769
54	49	54	49a	1781/8	1781/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		-2	82	Bb5	5	769
55	50	55	50a	1797/8	1797/8	0.75		0	0	4/4	1	1	3/16		1/8	3/2		3	81	A5	5	772
55	50	55	50a	1803/8	1803/8	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		2	86	D6	6	773
55	50	55	50a	1805/8	1805/8	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65	F4	4	779
55	50	55	50a	1805/8	1805/8	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		2	74	D5	5	779
55	50	55	50a	1805/8	1805/8	0.3333333333333333		1/4	1/4	4/4	1	1	1/12		1/8	2/3		7	85	C#6	6	774
55	50	55	50a	5423/24	5423/24	0.3333333333333333		1/3	1/3	4/4	1	1	1/12		1/8	2/3		0	84	C6	6	775
55	50	55	50a	5431/24	5431/24	0.3333333333333333		5/12	5/12	4/4	1	1	1/12		1/8	2/3		5	83	B5	5	776
55	50	55	50a	1813/8	1813/8	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		1	67	G4	4	780
55	50	55	50a	1813/8	1813/8	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		7	73	C#5	5	780
55	50	55	50a	1813/8	1813/8	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		-2	82	Bb5	5	777
55	50	55	50a	1827/8	1827/8	0.25		15/16	15/16	4/4	2	1	1/16		1/16	1		-1	65	F4	4	781
55	50	55	50a	1827/8	1827/8	0.25		15/16	15/16	4/4	2	1	1/16		1/16	1		2	74	D5	5	781
55	50	55	50a	1827/8	1827/8	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	778
56	51	56	51a	1829/8	1829/8	1.0		0	0	4/4	2	1	1/4		1/4	1		4	64	E4	4	788
56	51	56	51a	1829/8	1829/8	1.0		0	0	4/4	2	1	1/4		1/4	1		2	74	D5	5	788
56	51	56	51a	1829/8	1829/8	0.5		0	0	4/4	1	1	1/8		1/8	1		3	81	A5	5	782
56	51	56	51a	1833/8	1833/8	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		8	80	G#5	5	783
56	51	56	51a	1843/8	1843/8	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		8	80	G#5	5	784
56	51	56	51a	1845/8	1845/8	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		3	69	A4	4	789
56	51	56	51a	1845/8	1845/8	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		7	73	C#5	5	789
56	51	56	51a	1845/8	1845/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		4	88	E6	6	785
56	51	56	51a	1849/8	1849/8	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		1	79	G5	5	786
56	51	56	51a	1859/8	1859/8	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		1	79	G5	5	787
57	52	57	52a	1861/8	1861/8	1.0		0	0	4/4	2	1	1/4		1/4	1		-2	70	Bb4	4	800
57	52	57	52a	1861/8	1861/8	1.0		0	0	4/4	2	1	1/4		1/4	1		2	74	D5	5	800
57	52	57	52a	1861/8	1861/8	0.5		0	0	4/4	1	1	1/8		1/8	1		4	76	E5	5	790
57	52	57	52a	1865/8	1865/8	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	791
57	52	57	52a	1875/8	1875/8	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	792
57	52	57	52a	1877/8	1877/8	2.0		1/2	1/2	4/4	2	1	1/2		1/2	1	1	1	55	G3	3	801
57	52	57	52a	1877/8	1877/8	2.0		1/2	1/2	4/4	2	1	1/2		1/2	1	1	-2	58	Bb3	3	801
57	52	57	52a	1877/8	1877/8	2.0		1/2	1/2	4/4	2	1	1/2		1/2	1	1	-3	63	Eb4	4	801
57	52	57	52a	1877/8	1877/8	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1	1	-3	75	Eb5	5	793
57	52	57	52a	1885/8	1885/8	0.75		3/4	3/4	4/4	1	1	3/16		1/8	3/2	-1	-3	75	Eb5	5	794
57	52	57	52a	1891/8	1891/8	0.0		15/16	15/16	4/4	1	1	0	grace32	1/32	1		-1	77	F5	5	795
57	52	57	52a	1891/8	1891/8	0.0		15/16	15/16	4/4	1	1	0	grace32	1/32	1		-3	75	Eb5	5	796
57	52	57	52a	1891/8	1891/8	0.0		15/16	15/16	4/4	1	1	0	grace32	1/32	1		2	74	D5	5	797
57	52	57	52a	1891/8	1891/8	0.0		15/16	15/16	4/4	1	1	0	grace32	1/32	1		-3	75	Eb5	5	798
57	52	57	52a	1891/8	1891/8	0.25		15/16	15/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	799
58	53	58	53a	1893/8	1893/8	1.0		0	0	4/4	2	1	1/4		1/4	1	-1	1	55	G3	3	813
58	53	58	53a	1893/8	1893/8	1.0		0	0	4/4	2	1	1/4		1/4	1	-1	-2	58	Bb3	3	813
58	53	58	53a	1893/8	1893/8	1.0		0	0	4/4	2	1	1/4		1/4	1	-1	-3	63	Eb4	4	813
58	53	58	53a	1893/8	1893/8	0.75		0	0	4/4	1	1	3/16		1/8	3/2		1	79	G5	5	802
58	53	58	53a	1899/8	1899/8	0.0		3/16	3/16	4/4	1	1	0	grace32	1/32	1		3	81	A5	5	803
58	53	58	53a	1899/8	1899/8	0.0		3/16	3/16	4/4	1	1	0	grace32	1/32	1		1	79	G5	5	804
58	53	58	53a	1899/8	1899/8	0.0		3/16	3/16	4/4	1	1	0	grace32	1/32	1		6	78	F#5	5	805
58	53	58	53a	1899/8	1899/8	0.0		3/16	3/16	4/4	1	1	0	grace32	1/32	1		1	79	G5	5	806
58	53	58	53a	1899/8	1899/8	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		3	81	A5	5	807
58	53	58	53a	1901/8	1901/8	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		-2	82	Bb5	5	808
58	53	58	53a	1909/8	1909/8	0.125		1/2	1/2	4/4	2	1	1/32		1/32	1		8	44	G#2	2	814
58	53	58	53a	955/4	955/4	0.125		17/32	17/32	4/4	2	1	1/32		1/32	1		5	47	B2	2	815
58	53	58	53a	1911/8	1911/8	0.125		9/16	9/16	4/4	2	1	1/32		1/32	1		2	50	D3	3	816
58	53	58	53a	239	239	0.125		19/32	19/32	4/4	2	1	1/32		1/32	1		-1	53	F3	3	817
58	53	58	53a	1913/8	1913/8	0.125		5/8	5/8	4/4	1	1	1/32		1/32	1		8	56	G#3	3	809
58	53	58	53a	957/4	957/4	0.125		21/32	21/32	4/4	1	1	1/32		1/32	1		5	59	B3	3	810
58	53	58	53a	1915/8	1915/8	0.125		11/16	11/16	4/4	1	1	1/32		1/32	1		2	62	D4	4	811
58	53	58	53a	479/2	479/2	0.125		23/32	23/32	4/4	1	1	1/32		1/32	1		-1	65	F4	4	812
58	53	58	53a	1917/8	1917/8	0.125		3/4	3/4	4/4	2	1	1/32		1/32	1		8	68	G#4	4	818
58	53	58	53a	959/4	959/4	0.125		25/32	25/32	4/4	2	1	1/32		1/32	1		5	71	B4	4	819
58	53	58	53a	1919/8	1919/8	0.125		13/16	13/16	4/4	2	1	1/32		1/32	1		2	74	D5	5	820
58	53	58	53a	240	240	0.125		27/32	27/32	4/4	2	1	1/32		1/32	1		-1	77	F5	5	821
58	53	58	53a	1921/8	1921/8	0.125		7/8	7/8	4/4	2	1	1/32		1/32	1		8	80	G#5	5	822
58	53	58	53a	961/4	961/4	0.125		29/32	29/32	4/4	2	1	1/32		1/32	1		5	83	B5	5	823
58	53	58	53a	1923/8	1923/8	0.125		15/16	15/16	4/4	2	1	1/32		1/32	1		2	86	D6	6	824
58	53	58	53a	481/2	481/2	0.125		31/32	31/32	4/4	2	1	1/32		1/32	1		-1	89	F6	6	825
59	54	59	54a	1927/8	1927/8	0.5		0	0	4/4	2	1	1/8		1/8	1		3	57	A3	3	828
59	54	59	54a	1927/8	1927/8	0.5		0	0	4/4	2	1	1/8		1/8	1		-1	65	F4	4	828
59	54	59	54a	1927/8	1927/8	0.5		0	0	4/4	1	1	1/8		1/8	1		3	69	A4	4	826
59	54	59	54a	1927/8	1927/8	0.5		0	0	4/4	1	1	1/8		1/8	1		2	74	D5	5	826
59	54	59	54a	1927/8	1927/8	0.5		0	0	4/4	1	1	1/8		1/8	1		3	81	A5	5	826
59	54	59	54a	1943/8	1943/8	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		3	33	A1	1	829
59	54	59	54a	1943/8	1943/8	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		3	45	A2	2	829
59	54	59	54a	1943/8	1943/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		4	52	E3	3	827
59	54	59	54a	1943/8	1943/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		1	55	G3	3	827
59	54	59	54a	1943/8	1943/8	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		7	61	C#4	4	827
60	55	60	55a	1959/8	1959/8	2.0		0	0	2/4	2	1	1/2		1/2	1		2	62	D4	4	833
60	55	60	55a	1959/8	1959/8	2.0		0	0	2/4	2	1	1/2		1/2	1		6	66	F#4	4	833
60	55	60	55a	1959/8	1959/8	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	830
60	55	60	55a	1967/8	1967/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		6	78	F#5	5	831
60	55	60	55a	1971/8	1971/8	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	74	D5	5	832
61	56	61	56a	1975/8	1975/8	2.0		0	0	2/4	2	1	1/2		1/2	1	1	2	62	D4	4	838
61	56	61	56a	1975/8	1975/8	2.0		0	0	2/4	2	1	1/2		1/2	1	1	1	67	G4	4	838
61	56	61	56a	1975/8	1975/8	1.0		0	0	2/4	1	1	1/4		1/4	1		7	73	C#5	5	834
61	56	61	56a	1983/8	1983/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	71	B4	4	835
61	56	61	56a	1987/8	1987/8	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		1	79	G5	5	836
61	56	61	56a	1989/8	1989/8	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	837
62	57	62	57a	1991/8	1991/8	2.0		0	0	2/4	2	1	1/2		1/2	1	-1	2	62	D4	4	844
62	57	62	57a	1991/8	1991/8	2.0		0	0	2/4	2	1	1/2		1/2	1		4	64	E4	4	844
62	57	62	57a	1991/8	1991/8	2.0		0	0	2/4	2	1	1/2		1/2	1	-1	1	67	G4	4	844
62	57	62	57a	1991/8	1991/8	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	839
62	57	62	57a	1995/8	1995/8	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		7	73	C#5	5	840
62	57	62	57a	1995/8	1995/8	1.5		1/8	1/8	2/4	1	2	3/8		1/4	3/2		7	73	C#5	5	843
62	57	62	57a	1999/8	1999/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	83	B5	5	841
62	57	62	57a	2003/8	2003/8	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	842
63	58	63	58a	2007/8	2007/8	1.0		0	0	2/4	2	1	1/4		1/4	1		2	62	D4	4	852
63	58	63	58a	2007/8	2007/8	1.0		0	0	2/4	2	1	1/4		1/4	1		6	66	F#4	4	852
63	58	63	58a	2007/8	2007/8	1.0		0	0	2/4	1	2	1/4		1/4	1		2	74	D5	5	851
63	58	63	58a	2007/8	2007/8	0.75		0	0	2/4	1	1	3/16		1/8	3/2		3	81	A5	5	845
63	58	63	58a	2013/8	2013/8	0.125		3/16	3/16	2/4	1	1	1/32		1/32	1		5	83	B5	5	846
63	58	63	58a	1007/4	1007/4	0.125		7/32	7/32	2/4	1	1	1/32		1/32	1		1	79	G5	5	847
63	58	63	58a	2015/8	2015/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		6	78	F#5	5	848
63	58	63	58a	2019/8	2019/8	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	81	A5	5	849
63	58	63	58a	2021/8	2021/8	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		6	78	F#5	5	850
64	59	64	59a	2023/8	2023/8	0.5		0	0	2/4	2	1	1/8		1/8	1		8	68	G#4	4	857
64	59	64	59a	2023/8	2023/8	0.5		0	0	2/4	2	1	1/8		1/8	1		2	74	D5	5	857
64	59	64	59a	2023/8	2023/8	0.5		0	0	2/4	1	1	1/8		1/8	1		4	76	E5	5	853
64	59	64	59a	2027/8	2027/8	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	858
64	59	64	59a	2027/8	2027/8	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		2	74	D5	5	858
64	59	64	59a	2027/8	2027/8	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	854
64	59	64	59a	2031/8	2031/8	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		8	68	G#4	4	859
64	59	64	59a	2031/8	2031/8	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	74	D5	5	859
64	59	64	59a	2031/8	2031/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		4	76	E5	5	855
64	59	64	59a	2035/8	2035/8	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	860
64	59	64	59a	2035/8	2035/8	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	74	D5	5	860
64	59	64	59a	2035/8	2035/8	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	856
65	60	65	60a	2039/8	2039/8	0.5		0	0	2/4	2	1	1/8		1/8	1		3	69	A4	4	865
65	60	65	60a	2039/8	2039/8	0.5		0	0	2/4	2	1	1/8		1/8	1		7	73	C#5	5	865
65	60	65	60a	2039/8	2039/8	0.5		0	0	2/4	1	1	1/8		1/8	1		4	76	E5	5	861
65	60	65	60a	2043/8	2043/8	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		3	81	A5	5	862
65	60	65	60a	2047/8	2047/8	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	866
65	60	65	60a	2047/8	2047/8	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		6	66	F#4	4	866
65	60	65	60a	2047/8	2047/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	71	B4	4	863
65	60	65	60a	2051/8	2051/8	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		6	78	F#5	5	864
66	61	66	61a	2055/8	2055/8	2.0		0	0	2/4	2	2	1/2		1/2	1		4	52	E3	3	873
66	61	66	61a	2055/8	2055/8	1.0		0	0	2/4	2	1	1/4		1/4	1		7	61	C#4	4	871
66	61	66	61a	2055/8	2055/8	1.0		0	0	2/4	1	2	1/4		1/4	1		3	69	A4	4	869
66	61	66	61a	2063/8	2063/8	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		2	62	D4	4	872
66	61	66	61a	2063/8	2063/8	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		8	68	G#4	4	870
66	61	66	61a	2063/8	2063/8	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		7	73	C#5	5	867
66	61	66	61a	2069/8	2069/8	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	868
67	62	67	62a	2071/8	2071/8	1.0		0	0	2/4	2	2	1/4		1/4	1		3	57	A3	3	876
67	62	67	62a	2071/8	2071/8	1.0		0	0	2/4	2	1	1/4		1/4	1		7	61	C#4	4	875
67	62	67	62a	2071/8	2071/8	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	874
60	55	68	55b	2087/8	1959/8	2.0		0	0	2/4	2	1	1/2		1/2	1		2	62	D4	4	833
60	55	68	55b	2087/8	1959/8	2.0		0	0	2/4	2	1	1/2		1/2	1		6	66	F#4	4	833
60	55	68	55b	2087/8	1959/8	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	830
60	55	68	55b	2095/8	1967/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		6	78	F#5	5	831
60	55	68	55b	2099/8	1971/8	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	74	D5	5	832
61	56	69	56b	2103/8	1975/8	2.0		0	0	2/4	2	1	1/2		1/2	1	1	2	62	D4	4	838
61	56	69	56b	2103/8	1975/8	2.0		0	0	2/4	2	1	1/2		1/2	1	1	1	67	G4	4	838
61	56	69	56b	2103/8	1975/8	1.0		0	0	2/4	1	1	1/4		1/4	1		7	73	C#5	5	834
61	56	69	56b	2111/8	1983/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	71	B4	4	835
61	56	69	56b	2115/8	1987/8	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		1	79	G5	5	836
61	56	69	56b	2117/8	1989/8	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	837
62	57	70	57b	2119/8	1991/8	2.0		0	0	2/4	2	1	1/2		1/2	1	-1	2	62	D4	4	844
62	57	70	57b	2119/8	1991/8	2.0		0	0	2/4	2	1	1/2		1/2	1		4	64	E4	4	844
62	57	70	57b	2119/8	1991/8	2.0		0	0	2/4	2	1	1/2		1/2	1	-1	1	67	G4	4	844
62	57	70	57b	2119/8	1991/8	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	839
62	57	70	57b	2123/8	1995/8	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		7	73	C#5	5	840
62	57	70	57b	2123/8	1995/8	1.5		1/8	1/8	2/4	1	2	3/8		1/4	3/2		7	73	C#5	5	843
62	57	70	57b	2127/8	1999/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	83	B5	5	841
62	57	70	57b	2131/8	2003/8	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	842
63	58	71	58b	2135/8	2007/8	1.0		0	0	2/4	2	1	1/4		1/4	1		2	62	D4	4	852
63	58	71	58b	2135/8	2007/8	1.0		0	0	2/4	2	1	1/4		1/4	1		6	66	F#4	4	852
63	58	71	58b	2135/8	2007/8	1.0		0	0	2/4	1	2	1/4		1/4	1		2	74	D5	5	851
63	58	71	58b	2135/8	2007/8	0.75		0	0	2/4	1	1	3/16		1/8	3/2		3	81	A5	5	845
63	58	71	58b	2141/8	2013/8	0.125		3/16	3/16	2/4	1	1	1/32		1/32	1		5	83	B5	5	846
63	58	71	58b	1071/4	1007/4	0.125		7/32	7/32	2/4	1	1	1/32		1/32	1		1	79	G5	5	847
63	58	71	58b	2143/8	2015/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		6	78	F#5	5	848
63	58	71	58b	2147/8	2019/8	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	81	A5	5	849
63	58	71	58b	2149/8	2021/8	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		6	78	F#5	5	850
64	59	72	59b	2151/8	2023/8	0.5		0	0	2/4	2	1	1/8		1/8	1		8	68	G#4	4	857
64	59	72	59b	2151/8	2023/8	0.5		0	0	2/4	2	1	1/8		1/8	1		2	74	D5	5	857
64	59	72	59b	2151/8	2023/8	0.5		0	0	2/4	1	1	1/8		1/8	1		4	76	E5	5	853
64	59	72	59b	2155/8	2027/8	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	858
64	59	72	59b	2155/8	2027/8	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		2	74	D5	5	858
64	59	72	59b	2155/8	2027/8	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	854
64	59	72	59b	2159/8	2031/8	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		8	68	G#4	4	859
64	59	72	59b	2159/8	2031/8	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	74	D5	5	859
64	59	72	59b	2159/8	2031/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		4	76	E5	5	855
64	59	72	59b	2163/8	2035/8	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	860
64	59	72	59b	2163/8	2035/8	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	74	D5	5	860
64	59	72	59b	2163/8	2035/8	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	856
65	60	73	60b	2167/8	2039/8	0.5		0	0	2/4	2	1	1/8		1/8	1		3	69	A4	4	865
65	60	73	60b	2167/8	2039/8	0.5		0	0	2/4	2	1	1/8		1/8	1		7	73	C#5	5	865
65	60	73	60b	2167/8	2039/8	0.5		0	0	2/4	1	1	1/8		1/8	1		4	76	E5	5	861
65	60	73	60b	2171/8	2043/8	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		3	81	A5	5	862
65	60	73	60b	2175/8	2047/8	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	866
65	60	73	60b	2175/8	2047/8	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		6	66	F#4	4	866
65	60	73	60b	2175/8	2047/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	71	B4	4	863
65	60	73	60b	2179/8	2051/8	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		6	78	F#5	5	864
66	61	74	61b	2183/8	2055/8	2.0		0	0	2/4	2	2	1/2		1/2	1		4	52	E3	3	873
66	61	74	61b	2183/8	2055/8	1.0		0	0	2/4	2	1	1/4		1/4	1		7	61	C#4	4	871
66	61	74	61b	2183/8	2055/8	1.0		0	0	2/4	1	2	1/4		1/4	1		3	69	A4	4	869
66	61	74	61b	2191/8	2063/8	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		2	62	D4	4	872
66	61	74	61b	2191/8	2063/8	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		8	68	G#4	4	870
66	61	74	61b	2191/8	2063/8	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		7	73	C#5	5	867
66	61	74	61b	2197/8	2069/8	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	868
67	62	75	62b	2199/8	2071/8	1.0		0	0	2/4	2	2	1/4		1/4	1		3	57	A3	3	876
67	62	75	62b	2199/8	2071/8	1.0		0	0	2/4	2	1	1/4		1/4	1		7	61	C#4	4	875
67	62	75	62b	2199/8	2071/8	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	874
68	63	76	63a	2215/8	2087/8	1.0		0	0	2/4	1	1	1/4		1/4	1		2	74	D5	5	877
68	63	76	63a	2219/8	2091/8	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		6	54	F#3	3	880
68	63	76	63a	2219/8	2091/8	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	880
68	63	76	63a	2223/8	2095/8	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	52	E3	3	881
68	63	76	63a	2223/8	2095/8	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	55	G3	3	881
68	63	76	63a	2223/8	2095/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		4	76	E5	5	878
68	63	76	63a	2227/8	2099/8	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	50	D3	3	882
68	63	76	63a	2227/8	2099/8	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		6	54	F#3	3	882
68	63	76	63a	2227/8	2099/8	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		6	78	F#5	5	879
69	64	77	64a	2231/8	2103/8	2.0		0	0	2/4	2	2	1/2		1/2	1		1	55	G3	3	889
69	64	77	64a	2231/8	2103/8	0.5		0	0	2/4	2	1	1/8		1/8	1		2	62	D4	4	886
69	64	77	64a	2231/8	2103/8	1.5		0	0	2/4	1	1	3/8		1/4	3/2		5	71	B4	4	883
69	64	77	64a	2235/8	2107/8	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		9	63	D#4	4	887
69	64	77	64a	2239/8	2111/8	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	64	E4	4	888
69	64	77	64a	2243/8	2115/8	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	73	C#5	5	884
69	64	77	64a	2245/8	2117/8	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		9	75	D#5	5	885
70	65	78	65a	2247/8	2119/8	0.25		0	0	2/4	1	1	1/16		1/16	1		4	76	E5	5	890
70	65	78	65a	2249/8	2121/8	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		6	78	F#5	5	891
70	65	78	65a	2251/8	2123/8	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		1	79	G5	5	892
70	65	78	65a	2253/8	2125/8	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	893
70	65	78	65a	2255/8	2127/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	83	B5	5	894
70	65	78	65a	2259/8	2131/8	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		8	56	G#3	3	896
70	65	78	65a	2259/8	2131/8	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		-1	65	F4	4	896
70	65	78	65a	2259/8	2131/8	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		5	83	B5	5	895
71	66	79	66a	2263/8	2135/8	1.5		0	0	2/4	2	2	3/8		1/4	3/2		3	57	A3	3	902
71	66	79	66a	2263/8	2135/8	1.0		0	0	2/4	2	1	1/4		1/4	1		6	66	F#4	4	900
71	66	79	66a	2263/8	2135/8	1.0		0	0	2/4	1	1	1/4		1/4	1		2	74	D5	5	897
71	66	79	66a	2271/8	2143/8	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	901
71	66	79	66a	2271/8	2143/8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	73	C#5	5	898
71	66	79	66a	2275/8	2147/8	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	899
