mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
35	31	71	31b	188	92	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		1	55	G3	3	251
35	31	71	31b	188	92	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		1	79	G5	5	248
35	31	71	31b	189	93	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		1	43	G2	2	252
35	31	71	31b	189	93	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	249
36	32	72	32b	190	94	2.0	0	0	3/4	2	1	1/2	1/2	1		0	48	C3	3	255
36	32	72	32b	190	94	1.0	0	0	3/4	1	1	1/4	1/4	1		2	74	D5	5	253
36	32	72	32b	191	95	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		0	72	C5	5	254
1	0	73	32b	192	0	0.5	0	1/2	3/4	1	1	1/8	1/8	1		5	83	B5	5	0
1	0	73	32b	385/2	1/2	0.5	1/8	5/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	1
2	1	74	1c	193	1	1.0	0	0	3/4	2	1	1/4	1/4	1		1	55	G3	3	5
2	1	74	1c	193	1	1.0	0	0	3/4	1	1	1/4	1/4	1		5	71	B4	4	2
2	1	74	1c	194	2	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	6
2	1	74	1c	194	2	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		0	72	C5	5	3
2	1	74	1c	195	3	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	7
2	1	74	1c	195	3	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	4
3	2	75	2c	196	4	1.0	0	0	3/4	2	1	1/4	1/4	1		5	59	B3	3	12
3	2	75	2c	196	4	1.0	0	0	3/4	1	1	1/4	1/4	1		2	74	D5	5	8
3	2	75	2c	197	5	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	13
3	2	75	2c	197	5	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		0	72	C5	5	9
3	2	75	2c	198	6	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		3	81	A5	5	10
3	2	75	2c	397/2	13/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	11
4	3	76	3c	199	7	1.0	0	0	3/4	2	1	1/4	1/4	1		6	54	F#3	3	17
4	3	76	3c	199	7	1.0	0	0	3/4	1	1	1/4	1/4	1		3	69	A4	4	14
4	3	76	3c	200	8	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		1	55	G3	3	18
4	3	76	3c	200	8	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		5	71	B4	4	15
4	3	76	3c	201	9	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		3	57	A3	3	19
4	3	76	3c	201	9	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	16
5	4	77	4c	202	10	1.0	0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	24
5	4	77	4c	202	10	1.0	0	0	3/4	1	1	1/4	1/4	1		0	72	C5	5	20
5	4	77	4c	203	11	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		1	55	G3	3	25
5	4	77	4c	203	11	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		5	71	B4	4	21
5	4	77	4c	204	12	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		5	83	B5	5	22
5	4	77	4c	409/2	25/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	23
6	5	78	5c	205	13	2.0	0	0	3/4	2	1	1/2	1/2	1		1	55	G3	3	30
6	5	78	5c	205	13	1.0	0	0	3/4	1	1	1/4	1/4	1		4	76	E5	5	26
6	5	78	5c	206	14	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		1	79	G5	5	27
6	5	78	5c	413/2	29/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	28
6	5	78	5c	207	15	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		4	52	E3	3	31
6	5	78	5c	207	15	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		7	73	C#5	5	29
7	6	79	6c	208	16	1.0	0	0	3/4	2	1	1/4	1/4	1		7	49	C#3	3	37
7	6	79	6c	208	16	0.5	0	0	3/4	1	1	1/8	1/8	1		4	76	E5	5	32
7	6	79	6c	417/2	33/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		7	73	C#5	5	33
7	6	79	6c	209	17	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		3	45	A2	2	38
7	6	79	6c	209	17	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		3	69	A4	4	34
7	6	79	6c	419/2	35/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		1	67	G4	4	35
7	6	79	6c	210	18	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		2	50	D3	3	39
7	6	79	6c	210	18	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		6	66	F#4	4	36
8	7	80	7c	211	19	1.0	0	0	3/4	2	1	1/4	1/4	1		1	55	G3	3	45
8	7	80	7c	211	19	0.3333333333333333	0	0	3/4	1	1	1/12	1/8	2/3		5	71	B4	4	40
8	7	80	7c	634/3	58/3	0.3333333333333333	1/12	1/12	3/4	1	1	1/12	1/8	2/3		3	69	A4	4	41
8	7	80	7c	635/3	59/3	0.3333333333333333	1/6	1/6	3/4	1	1	1/12	1/8	2/3		1	67	G4	4	42
8	7	80	7c	212	20	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	46
8	7	80	7c	212	20	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		6	66	F#4	4	43
8	7	80	7c	213	21	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		3	45	A2	2	47
8	7	80	7c	213	21	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		4	64	E4	4	44
9	8	81	8d	214	22	1.0	0	0	3/4	2	1	1/4	1/4	1		2	50	D3	3	49
9	8	81	8d	214	22	2.0	0	0	3/4	1	1	1/2	1/2	1		2	62	D4	4	48
9	8	81	8d	215	23	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		2	38	D2	2	50
10	8	82	8d	216	24	0.5	0	1/2	3/4	1	1	1/8	1/8	1		2	74	D5	5	51
10	8	82	8d	433/2	49/2	0.5	1/8	5/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	52
11	9	83	9c	217	25	1.0	0	0	3/4	2	1	1/4	1/4	1		4	52	E3	3	56
11	9	83	9c	217	25	1.0	0	0	3/4	1	1	1/4	1/4	1		8	68	G#4	4	53
11	9	83	9c	218	26	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	57
11	9	83	9c	218	26	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		-1	77	F5	5	54
11	9	83	9c	219	27	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		0	60	C4	4	58
11	9	83	9c	219	27	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		4	76	E5	5	55
12	10	84	10c	220	28	1.0	0	0	3/4	2	1	1/4	1/4	1		5	59	B3	3	63
12	10	84	10c	220	28	1.0	0	0	3/4	1	1	1/4	1/4	1		2	74	D5	5	59
12	10	84	10c	221	29	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	64
12	10	84	10c	221	29	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		0	72	C5	5	60
12	10	84	10c	222	30	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1		3	57	A3	3	65
12	10	84	10c	222	30	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		0	72	C5	5	61
12	10	84	10c	445/2	61/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		6	54	F#3	3	66
12	10	84	10c	445/2	61/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	62
13	11	85	11c	223	31	1.0	0	0	3/4	2	1	1/4	1/4	1		2	50	D3	3	70
13	11	85	11c	223	31	1.0	0	0	3/4	1	1	1/4	1/4	1		6	66	F#4	4	67
13	11	85	11c	224	32	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60	C4	4	71
13	11	85	11c	224	32	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		4	76	E5	5	68
13	11	85	11c	225	33	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	72
13	11	85	11c	225	33	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	69
14	12	86	12c	226	34	1.0	0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	77
14	12	86	12c	226	34	1.0	0	0	3/4	1	1	1/4	1/4	1		0	72	C5	5	73
14	12	86	12c	227	35	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		1	55	G3	3	78
14	12	86	12c	227	35	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		5	71	B4	4	74
14	12	86	12c	228	36	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		4	76	E5	5	75
14	12	86	12c	457/2	73/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	76
15	13	87	13c	229	37	2.0	0	0	3/4	2	1	1/2	1/2	1		0	60	C4	4	83
15	13	87	13c	229	37	1.0	0	0	3/4	1	1	1/4	1/4	1		3	69	A4	4	79
15	13	87	13c	230	38	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		0	72	C5	5	80
15	13	87	13c	461/2	77/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	81
15	13	87	13c	231	39	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		3	57	A3	3	84
15	13	87	13c	231	39	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		6	66	F#4	4	82
16	14	88	14c	232	40	1.0	0	0	3/4	2	1	1/4	1/4	1		6	54	F#3	3	90
16	14	88	14c	232	40	0.5	0	0	3/4	1	1	1/8	1/8	1		2	62	D4	4	85
16	14	88	14c	465/2	81/2	0.5	1/8	1/8	3/4	1	1	1/8	1/8	1		6	66	F#4	4	86
16	14	88	14c	233	41	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		2	50	D3	3	91
16	14	88	14c	233	41	0.5	1/4	1/4	3/4	1	1	1/8	1/8	1		3	69	A4	4	87
16	14	88	14c	467/2	83/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	88
16	14	88	14c	234	42	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	92
16	14	88	14c	234	42	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	89
17	15	89	15c	235	43	1.0	0	0	3/4	2	1	1/4	1/4	1		0	60	C4	4	98
17	15	89	15c	235	43	0.3333333333333333	0	0	3/4	1	1	1/12	1/8	2/3		4	76	E5	5	93
17	15	89	15c	706/3	130/3	0.3333333333333333	1/12	1/12	3/4	1	1	1/12	1/8	2/3		0	72	C5	5	94
17	15	89	15c	707/3	131/3	0.3333333333333333	1/6	1/6	3/4	1	1	1/12	1/8	2/3		3	69	A4	4	95
17	15	89	15c	236	44	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	99
17	15	89	15c	236	44	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		1	67	G4	4	96
17	15	89	15c	237	45	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		2	50	D3	3	100
17	15	89	15c	237	45	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		6	66	F#4	4	97
18	16	90	16d	238	46	2.0	0	0	3/4	2	1	1/2	1/2	1		1	55	G3	3	102
18	16	90	16d	238	46	2.0	0	0	3/4	1	1	1/2	1/2	1		1	67	G4	4	101
