mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
39	38	641/4	641/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	521									
39	38	643/4	643/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	522									
39	38	645/4	645/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	523									
39	38	647/4	647/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	524									
40	39	649/4	649/4	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	525									36
40	39	325/2	325/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	526									
40	39	163	163	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	527		articStaccatissimoBelow							
40	39	653/4	653/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	528									37
40	39	327/2	327/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	529									
40	39	164	164	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	530		articStaccatissimoBelow							
40	39	657/4	657/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	531									38
40	39	329/2	329/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	532									
40	39	165	165	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	533		articStaccatissimoBelow							
40	39	331/2	331/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	534									
40	39	166	166	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	535		articStaccatissimoAbove							
40	39	651/4	651/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	536									
40	39	653/4	653/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	537									
40	39	655/4	655/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	538									
40	39	657/4	657/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	539									
40	39	659/4	659/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	540									
40	39	661/4	661/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	541									
40	39	663/4	663/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	542									
41	40	665/4	665/4	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	543									39
41	40	333/2	333/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	544									
41	40	167	167	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	545		articStaccatissimoBelow							
41	40	669/4	669/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	546									40
41	40	335/2	335/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	547									
41	40	168	168	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	548		articStaccatissimoAbove							
41	40	673/4	673/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	549									41
41	40	337/2	337/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	550									
41	40	169	169	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	551		articStaccatissimoAbove							
41	40	339/2	339/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	552									
41	40	170	170	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	553		articStaccatissimoAbove							
41	40	667/4	667/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	554									
41	40	669/4	669/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	555									
41	40	671/4	671/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	556									
41	40	673/4	673/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	557									
41	40	675/4	675/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	558									
41	40	677/4	677/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	559									
41	40	679/4	679/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	560									
42	41	681/4	681/4	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	561									42
42	41	341/2	341/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	562									
42	41	171	171	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	563									
42	41	685/4	685/4	0.0		1/4	1/4	Dynamic	4/4	1	1	0					other-dynamics								
42	41	343/2	343/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	564									
42	41	172	172	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	565									
42	41	345/2	345/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	566									
42	41	173	173	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	567									
42	41	347/2	347/2	0.0		13/16	13/16	Dynamic	4/4	1	1	0					f								
42	41	347/2	347/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	568									
42	41	174	174	0.0		15/16	15/16	Dynamic	4/4	1	1	0					p								
42	41	174	174	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	569		articStaccatissimoAbove							
42	41	681/4	681/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	570									
42	41	683/4	683/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	571									
42	41	685/4	685/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	572									
42	41	687/4	687/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	573									
42	41	689/4	689/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	574									
42	41	691/4	691/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	575									
42	41	693/4	693/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	576									
42	41	695/4	695/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	577									
43	42	697/4	697/4	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	578									43
43	42	349/2	349/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	579									
43	42	175	175	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	580									
43	42	351/2	351/2	0.0		5/16	5/16	Dynamic	4/4	1	1	0					other-dynamics								
43	42	351/2	351/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	581									
43	42	176	176	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	582		articStaccatissimoAbove							
43	42	705/4	705/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	583									44
43	42	353/2	353/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	584									
43	42	177	177	0.0		11/16	11/16	Dynamic	4/4	1	1	0					f								
43	42	177	177	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	585		articStaccatissimoAbove							
43	42	709/4	709/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	586									45
43	42	355/2	355/2	0.0		13/16	13/16	Dynamic	4/4	1	1	0					other-dynamics								
43	42	355/2	355/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	587									
43	42	178	178	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	588		articStaccatissimoAbove							
43	42	697/4	697/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	589									
43	42	699/4	699/4	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	590									
43	42	701/4	701/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	591									
43	42	703/4	703/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	592									
43	42	705/4	705/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	593									
43	42	707/4	707/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	594									
43	42	709/4	709/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	595									
43	42	711/4	711/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	596									
44	43	713/4	713/4	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	597									46
44	43	357/2	357/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	598									
44	43	179	179	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	599		articStaccatissimoAbove							
44	43	717/4	717/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	600									47
44	43	359/2	359/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	601									
44	43	180	180	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	602		articStaccatissimoAbove							
44	43	721/4	721/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	603									48
44	43	361/2	361/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	604									
44	43	181	181	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	605		articStaccatissimoAbove							
44	43	725/4	725/4	0.0		3/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0	
44	43	725/4	725/4	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	606									49
44	43	727/4	727/4	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	607									
44	43	713/4	713/4	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	608									
44	43	715/4	715/4	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	609									
44	43	719/4	719/4	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	610									
44	43	721/4	721/4	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	611									
44	43	723/4	723/4	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	612									
44	43	725/4	725/4	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	613									
44	43	713/4	713/4	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	614									
44	43	715/4	715/4	0.5		1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	615									
44	43	717/4	717/4	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	616									
44	43	719/4	719/4	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	617									
44	43	721/4	721/4	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	618									
44	43	723/4	723/4	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	619									
44	43	725/4	725/4	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	620									
45	44	365/2	365/2	0.0		1/16	1/16	Tempo	4/4	1	1	0								Presto	160.0			1.0	
45	44	365/2	365/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	621									
45	44	731/4	731/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	622									
45	44	183	183	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	623									
45	44	733/4	733/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	624									
45	44	367/2	367/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	625									
45	44	735/4	735/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	626									
45	44	184	184	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	627									
45	44	737/4	737/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	628									
45	44	369/2	369/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	629									
45	44	739/4	739/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	630									
45	44	185	185	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	631									
45	44	741/4	741/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	632									
45	44	371/2	371/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	633									
45	44	743/4	743/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	634									
45	44	186	186	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	635									
46	44	745/4	745/4	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	636									
46	44	373/2	373/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	637									
46	44	747/4	747/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	638									
46	44	187	187	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	639									
46	44	749/4	749/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	640									
46	44	375/2	375/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	641									
46	44	751/4	751/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	642									
46	44	188	188	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	643									
46	44	753/4	753/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	644									
46	44	377/2	377/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	645									
46	44	755/4	755/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	646									
46	44	189	189	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	647									
46	44	757/4	757/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	648									
46	44	379/2	379/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	649									
46	44	759/4	759/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	650									
46	44	190	190	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	651									
47	44	761/4	761/4	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	652									
47	44	381/2	381/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	653									
47	44	763/4	763/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	654									
47	44	191	191	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	655									
47	44	765/4	765/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	656									
47	44	383/2	383/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	657									
47	44	767/4	767/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	658									
47	44	192	192	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	659									
47	44	769/4	769/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	660									
47	44	385/2	385/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	661									
47	44	771/4	771/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	662									
47	44	193	193	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	663									
47	44	773/4	773/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	664									
47	44	387/2	387/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	665									
47	44	775/4	775/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	666									
47	44	194	194	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	667									
48	44	777/4	777/4	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	668									
48	44	389/2	389/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	669									
48	44	779/4	779/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	670									
48	44	195	195	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	671									
48	44	781/4	781/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	672									
48	44	391/2	391/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	673									
48	44	783/4	783/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	674									
48	44	196	196	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	675									
48	44	785/4	785/4	0.0		1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥𝅮=80	40.0	𝅘𝅥𝅮	80.0	0.0	
48	44	785/4	785/4	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	676									
48	44	789/4	789/4	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	677									
49	44	793/4	793/4	0.0		0	0	Dynamic	4/4	1	1	0					mf								
49	44	797/4	797/4	0.0		1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0	
49	44	797/4	797/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	678									
49	44	399/2	399/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	679									
49	44	799/4	799/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	680									
49	44	200	200	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	681									
49	44	801/4	801/4	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	682									
49	44	803/4	803/4	0.0		5/8	5/8	Tempo	4/4	1	1	0								𝅘𝅥=150	150.0	𝅘𝅥	150.0	0.0	
49	44	803/4	803/4	0.0		5/8	5/8	Tempo	4/4	1	1	0								𝅘𝅥=130	130.0	𝅘𝅥	130.0	0.0	
49	44	803/4	803/4	0.0		5/8	5/8	Tempo	4/4	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0	
49	44	803/4	803/4	0.125		5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	683									
49	44	1607/8	1607/8	0.125		21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	684									
49	44	201	201	0.125		11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	685									
49	44	1609/8	1609/8	0.125		23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	686									
49	44	805/4	805/4	0.125		3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	687									
49	44	1611/8	1611/8	0.125		25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	688									
49	44	403/2	403/2	0.125		13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	689									
49	44	1613/8	1613/8	0.125		27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	690									
49	44	807/4	807/4	0.0		7/8	7/8	Tempo	4/4	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
49	44	807/4	807/4	0.125		7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	691									
49	44	1615/8	1615/8	0.125		29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	692									
49	44	202	202	0.125		15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	693									
49	44	1617/8	1617/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	694									
49	44	809/4	809/4	0.125		1	1	Chord	4/4	1	1	1/32		1/32	1	695									
49	44	1619/8	1619/8	0.125		33/32	33/32	Chord	4/4	1	1	1/32		1/32	1	696									
49	44	405/2	405/2	0.0		17/16	17/16	Tempo	4/4	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0	
49	44	405/2	405/2	0.0		17/16	17/16	Tempo	4/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
49	44	405/2	405/2	0.0		17/16	17/16	Tempo	4/4	1	1	0								𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	
49	44	405/2	405/2	0.125		17/16	17/16	Chord	4/4	1	1	1/32		1/32	1	697									
49	44	1621/8	1621/8	0.125		35/32	35/32	Chord	4/4	1	1	1/32		1/32	1	698									
49	44	811/4	811/4	0.125		9/8	9/8	Chord	4/4	1	1	1/32		1/32	1	699									
49	44	1623/8	1623/8	0.125		37/32	37/32	Chord	4/4	1	1	1/32		1/32	1	700									
49	44	203	203	0.125		19/16	19/16	Chord	4/4	1	1	1/32		1/32	1	701									
49	44	1625/8	1625/8	0.125		39/32	39/32	Chord	4/4	1	1	1/32		1/32	1	702									
49	44	813/4	813/4	0.0		5/4	5/4	Dynamic	4/4	1	1	0					mp								
49	44	813/4	813/4	0.125		5/4	5/4	Chord	4/4	1	1	1/32		1/32	1	703									
49	44	1627/8	1627/8	0.125		41/32	41/32	Chord	4/4	1	1	1/32		1/32	1	704									
49	44	407/2	407/2	0.0		21/16	21/16	Tempo	4/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	
49	44	407/2	407/2	0.125		21/16	21/16	Chord	4/4	1	1	1/32		1/32	1	705									
49	44	1629/8	1629/8	0.0		43/32	43/32	Tempo	4/4	1	1	0								𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0	
49	44	1629/8	1629/8	0.125		43/32	43/32	Chord	4/4	1	1	1/32		1/32	1	706									
49	44	815/4	815/4	0.125		11/8	11/8	Chord	4/4	1	1	1/32		1/32	1	707									
49	44	1631/8	1631/8	0.125		45/32	45/32	Chord	4/4	1	1	1/32		1/32	1	708									
49	44	204	204	0.125		23/16	23/16	Chord	4/4	1	1	1/32		1/32	1	709									
49	44	1633/8	1633/8	0.0		47/32	47/32	Dynamic	4/4	1	1	0					p								
49	44	1633/8	1633/8	0.125		47/32	47/32	Chord	4/4	1	1	1/32		1/32	1	710									
49	44	817/4	817/4	0.125		3/2	3/2	Chord	4/4	1	1	1/32		1/32	1	711									
49	44	1635/8	1635/8	0.125		49/32	49/32	Chord	4/4	1	1	1/32		1/32	1	712									
49	44	409/2	409/2	0.125		25/16	25/16	Chord	4/4	1	1	1/32		1/32	1	713									
50	45	1637/8	1637/8	0.0		0	0	Tempo	4/4	1	1	0								TempoIº.	72.0			1.0	
50	45	1637/8	1637/8	0.0		0	0	Dynamic	4/4	1	1	0					p								
50	45	1637/8	1637/8	0.0		0	0	Tempo	4/4	1	1	0								𝅘𝅥=45	45.0	𝅘𝅥	45.0	0.0	
50	45	1637/8	1637/8	1.75		0	0	Chord	4/4	1	1	7/16		1/4	7/4	714									
50	45	1651/8	1651/8	0.125		7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	715									
50	45	413/2	413/2	0.0		15/32	15/32	Dynamic	4/4	1	1	0					mf								
50	45	413/2	413/2	0.125		15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	716									
50	45	1653/8	1653/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	717									
50	45	1657/8	1657/8	0.0		5/8	5/8	Dynamic	4/4	1	1	0					mp								
50	45	1657/8	1657/8	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	718									50
50	45	1661/8	1661/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	719									50
50	45	1665/8	1665/8	0.0		7/8	7/8	Dynamic	4/4	1	1	0					p								
50	45	1665/8	1665/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	720									
50	45	1641/8	1641/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	721									
50	45	1645/8	1645/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	722									
50	45	1649/8	1649/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	723									
50	45	1657/8	1657/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	724									
50	45	1661/8	1661/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	725									
50	45	1665/8	1665/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	726									
50	45	1637/8	1637/8	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	727									
50	45	1653/8	1653/8	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	728									
51	46	1669/8	1669/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	729									
51	46	1683/8	1683/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	730		articStaccatissimoAbove							
51	46	1685/8	1685/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	731									51
51	46	1689/8	1689/8	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	732									
51	46	1673/8	1673/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	733									
51	46	1677/8	1677/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	734									
51	46	1681/8	1681/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	735									
51	46	1689/8	1689/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	736									
51	46	1693/8	1693/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	737									
51	46	1697/8	1697/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	738									
51	46	1669/8	1669/8	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	739									
51	46	1685/8	1685/8	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	740									
52	47	1701/8	1701/8	1.75		0	0	Chord	4/4	1	1	7/16		1/4	7/4	741									
52	47	1715/8	1715/8	0.125		7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	742									
52	47	429/2	429/2	0.125		15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	743									
52	47	1717/8	1717/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	744									
52	47	1721/8	1721/8	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	745									
52	47	1725/8	1725/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	746									
52	47	1729/8	1729/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	747									
52	47	1705/8	1705/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	748									
52	47	1709/8	1709/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	749									
52	47	1713/8	1713/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	750									
52	47	1721/8	1721/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	751									
52	47	1725/8	1725/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	752									
52	47	1729/8	1729/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	753									
52	47	1701/8	1701/8	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	754									
52	47	1717/8	1717/8	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	755									
53	48	1733/8	1733/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	756									
53	48	1747/8	1747/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	757		articStaccatissimoAbove							
53	48	1749/8	1749/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	758									52
53	48	1753/8	1753/8	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	759									
53	48	1737/8	1737/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	760									
53	48	1741/8	1741/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	761									
53	48	1745/8	1745/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	762									
53	48	1753/8	1753/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	763									
53	48	1757/8	1757/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	764									
53	48	1761/8	1761/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	765									
53	48	1733/8	1733/8	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	766									
53	48	1749/8	1749/8	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	767									
